2066111192313, 490, 0
2066115316105, 490, 17
2066119416105, 490, 0
2066123516105, 490, 15
2066127616105, 490, 6
2066131716105, 490, 6
2066135816105, 490, 5
2066139916105, 490, 7
2066144016105, 490, 19
2066148116105, 490, 18
2066152216105, 490, 2
2066156316105, 490, 12
2066160416105, 490, 2
2066164516105, 490, 13
2066168616105, 490, 13
2066172716105, 490, 12
2066176816105, 490, 3
2066180916105, 490, 0
2066185016105, 490, 15
2066189116105, 490, 2
2066193216105, 490, 18
2066197316105, 490, 14
2066201416105, 490, 19
2066205516105, 490, 19
2066209616105, 490, 14
2066213716105, 490, 6
2066217816105, 490, 5
2066221916105, 490, 0
2066226016105, 490, 3
2066230116105, 490, 4
2066234216105, 490, 11
2066238316105, 490, 2
2066242416105, 490, 15
2066246516105, 490, 16
2066250616105, 400, 9
2066254726105, 400, 0
2066258826105, 400, 4
2066262926105, 400, 17
2066267026105, 400, 8
2066271126105, 400, 3
2066275226105, 400, 8
2066279326105, 400, 10
2066283426105, 400, 15
2066287526105, 400, 18
2066291626105, 400, 7
2066295726105, 400, 11
2066299826105, 400, 0
2066303926105, 400, 9
2066308026105, 400, 9
2066312126105, 400, 1
2066316226105, 400, 8
2066320326105, 400, 1
2066324426105, 400, 5
2066328526105, 400, 1
2066332626105, 400, 3
2066336726105, 400, 2
2066340826105, 400, 5
2066344926105, 400, 17
2066349026105, 400, 0
2066353126105, 400, 0
2066357226105, 400, 13
2066361326105, 400, 4
2066365426105, 400, 1
2066369526105, 400, 14
2066373626105, 400, 12
2066377726105, 400, 6
2066381826105, 490, 3
2066385931105, 490, 13
2066390031105, 490, 1
2066394131105, 490, 3
2066398231105, 490, 3
2066402331105, 490, 17
2066406431105, 490, 2
2066410531105, 490, 2
2066414631105, 490, 8
2066418731105, 490, 14
2066422831105, 490, 4
2066426931105, 490, 9
2066431031105, 490, 1
2066435131105, 490, 17
2066439231105, 490, 10
2066443331105, 490, 2
2066447431105, 490, 16
2066451531105, 490, 15
2066455631105, 490, 11
2066459731105, 490, 9
2066463831105, 490, 12
2066467931105, 490, 8
2066472031105, 490, 2
2066476131105, 490, 13
2066480231105, 490, 2
2066484331105, 490, 18
2066488431105, 490, 14
2066492531105, 490, 8
2066496631105, 490, 11
2066500731105, 490, 12
2066504831105, 490, 11
2066508931105, 490, 16
2066513031105, 490, 14
2066517131105, 400, 14
2066521241105, 400, 10
2066525341105, 400, 12
2066529441105, 400, 14
2066533541105, 400, 7
2066537641105, 400, 2
2066541741105, 400, 15
2066545841105, 400, 15
2066549941105, 400, 4
2066554041105, 400, 0
2066558141105, 400, 7
2066562241105, 400, 6
2066566341105, 400, 3
2066570441105, 400, 7
2066574541105, 400, 12
2066578641105, 400, 6
2066582741105, 400, 2
2066586841105, 400, 2
2066590941105, 400, 10
2066595041105, 400, 10
2066599141105, 400, 1
2066603241105, 400, 5
2066607341105, 400, 12
2066611441105, 400, 9
2066615541105, 400, 19
2066619641105, 400, 2
2066623741105, 490, 16
2066627861105, 490, 14
2066631961105, 490, 4
2066636061105, 490, 3
2066640161105, 490, 12
2066644261105, 490, 11
2066648361105, 490, 13
2066652461105, 490, 8
2066656561105, 490, 12
2066660661105, 490, 2
2066664761105, 490, 7
2066668861105, 490, 10
2066672961105, 490, 3
2066677061105, 490, 2
2066681161105, 490, 2
2066685261105, 490, 10
2066689361105, 490, 17
2066693461105, 490, 13
2066697561105, 490, 15
2066701661105, 490, 12
2066705761105, 490, 7
2066709861105, 490, 6
2066713961105, 490, 2
2066718061105, 490, 1
2066722161105, 490, 3
2066726261105, 490, 15
2066730361105, 490, 10
2066734461105, 490, 14
2066738561105, 490, 17
2066742661105, 490, 18
2066746761105, 490, 8
2066750861105, 490, 13
2066754961105, 490, 1
2066759061105, 750, 12
2066763194111, 750, 4
2066767310613, 750, 14
2066771427115, 750, 0
2066775543617, 750, 8
2066779660119, 750, 17
2066783776621, 750, 19
2066787893123, 750, 19
2066792009625, 750, 12
2066796126127, 750, 1
2066800242629, 750, 1
2066804359131, 750, 14
2066808475633, 750, 14
2066812592135, 750, 11
2066816708637, 750, 11
2066820825139, 750, 7
2066824941641, 750, 6
2066829058143, 750, 12
2066833174645, 750, 18
2066837291147, 750, 7
2066841407649, 750, 7
2066845524151, 750, 13
2066849640653, 750, 9
2066853757155, 750, 1
2066857873657, 750, 2
2066861990159, 750, 7
2066866106661, 750, 2
2066870223163, 750, 7
2066874339665, 750, 1
2066878456167, 750, 14
2066882572669, 750, 11
2066886689171, 750, 7
2066890805673, 490, 7
2066894922437, 490, 19
2066899022437, 490, 16
2066903122437, 490, 6
2066907222437, 490, 10
2066911322437, 490, 8
2066915422437, 490, 8
2066919522437, 490, 4
2066923622437, 490, 2
2066927722437, 490, 2
2066931822437, 490, 15
2066935922437, 490, 6
2066940022437, 490, 1
2066944122437, 490, 1
2066948222437, 490, 1
2066952322437, 490, 6
2066956422437, 490, 19
2066960522437, 490, 19
2066964622437, 490, 13
2066968722437, 490, 4
2066972822437, 490, 8
2066976922437, 490, 15
2066981022437, 490, 18
2066985122437, 490, 8
2066989222437, 490, 17
2066993322437, 490, 5
2066997422437, 490, 1
2067001522437, 490, 3
2067005622437, 490, 16
2067009722437, 490, 8
2067013822437, 490, 10
2067017922437, 490, 8
2067022022437, 400, 5
2067026122437, 400, 17
2067030222437, 400, 10
2067034322437, 400, 5
2067038422437, 400, 17
