426814997679, 400, 2
426895003716, 400, 5
426975003716, 490, 1
427055013716, 490, 4
427135013716, 400, 7
427215013716, 490, 6
427295013716, 490, 18
427375013716, 750, 8
427455033354, 490, 8
427535033414, 490, 3
427615033414, 400, 10
427695038414, 400, 1
427775038414, 490, 0
427855058414, 750, 7
427935088320, 750, 4
428015101786, 490, 14
428095103142, 490, 1
428175103142, 400, 7
428255103142, 490, 15
428335103142, 490, 8
428415103142, 750, 17
428495123412, 750, 1
428575136878, 490, 2
428655156180, 400, 1
428735156180, 400, 6
428815156180, 490, 16
428895161180, 490, 8
428975161180, 400, 0
429055161180, 490, 7
429135166180, 490, 19
429215166180, 400, 16
429295166180, 400, 10
429375166180, 490, 19
429455186180, 400, 16
429535196180, 400, 5
429615196180, 490, 1
429695206180, 490, 17
429775206180, 750, 17
429855224806, 490, 11
429935242584, 490, 16
430015242584, 400, 1
430095247584, 490, 5
430175257584, 490, 18
430255257584, 750, 0
430335286426, 750, 12
430415299892, 490, 18
430495310644, 750, 19
430575340426, 750, 18
430655353892, 490, 3
430735354492, 490, 0
430815354492, 400, 0
430895364492, 400, 2
430975364492, 490, 16
431055379492, 750, 13
431135408862, 750, 6
431215422328, 490, 7
431295432552, 490, 10
431375432552, 400, 7
431455437552, 490, 4
431535442552, 490, 0
431615442552, 400, 19
431695447552, 490, 16
431775447552, 490, 17
431855447552, 750, 2
431935468230, 750, 2
432015481696, 490, 8
432095492288, 400, 15
432175492288, 400, 3
432255492288, 490, 4
432335512288, 490, 17
432415512288, 750, 16
432495539976, 490, 15
432575540350, 490, 8
432655540350, 750, 8
432735560668, 750, 19
432815574134, 490, 18
432895576750, 400, 11
432975591750, 400, 19
433055591750, 490, 10
433135591750, 490, 5
433215591750, 750, 15
433295610756, 490, 19
433375611482, 490, 1
433455611482, 750, 1
433535631420, 750, 5
433615644886, 490, 0
433695664542, 400, 3
433775679542, 400, 4
433855679542, 490, 4
433935679542, 490, 3
434015679542, 400, 4
434095689542, 490, 1
434175689542, 490, 13
434255689542, 750, 1
434335717458, 490, 15
434415725942, 490, 7
434495725942, 750, 10
434575746458, 750, 13
434655759924, 490, 11
434735763116, 750, 6
434815783898, 750, 3
434895797364, 490, 6
434975816170, 400, 16
435055816170, 400, 6
435135816170, 490, 12
435215831170, 490, 8
435295831170, 400, 16
435375846170, 490, 18
435455866170, 490, 9
435535866170, 400, 15
435615866170, 400, 11
435695866170, 490, 12
435775866170, 400, 16
435855881170, 400, 15
435935881170, 490, 5
436015901170, 490, 15
436095901170, 400, 7
436175901170, 490, 10
436255916170, 490, 8
436335916170, 400, 0
436415931170, 400, 1
436495931170, 490, 1
436575936170, 750, 16
436655965500, 750, 8
436735978966, 490, 18
436815997568, 490, 7
436895997568, 400, 19
436976002568, 490, 9
437056017568, 490, 3
437136017568, 400, 3
437216022568, 490, 15
437296032568, 490, 19
437376032568, 750, 10
437456053206, 750, 3
437536066672, 490, 17
437616085640, 400, 14
437696090640, 400, 12
437776090640, 490, 13
437856110640, 490, 12
437936110640, 400, 13
438016110640, 490, 0
438096120640, 490, 15
438176120640, 750, 5
438256149250, 750, 17
438336162716, 490, 3
438416182040, 400, 2
438496187040, 400, 4
438576187040, 490, 5
438656207040, 490, 0
438736207040, 750, 16
438816227644, 750, 17
438896241110, 490, 4
438976259748, 490, 4
439056259748, 750, 18
439136287162, 490, 2
439216295802, 490, 6
439296295802, 400, 3
439376295802, 400, 16
439456295802, 490, 7
439536305802, 490, 6
439616305802, 750, 10
439696324968, 490, 10
439776333524, 490, 7
439856333524, 750, 7
439936362656, 750, 9
440016376122, 490, 10
440096377886, 490, 17
440176377886, 400, 13
440256392886, 490, 7
440336392886, 490, 9
440416392886, 400, 5
440496392886, 400, 9
440576392886, 490, 18
440656392886, 490, 12
440736392886, 750, 11
440816412212, 490, 7
440896428948, 490, 16
440976428948, 750, 16
441056449906, 750, 11
441136463372, 490, 6
441216464972, 490, 18
441296464972, 750, 15
441376484384, 750, 13
441456497850, 490, 2
441536509358, 400, 12
441616519358, 400, 12
441696519358, 490, 14
441776534358, 490, 10
441856534358, 400, 8
441936534358, 400, 19
442016534358, 490, 0
442096554358, 400, 19
442176564358, 400, 6
442256564358, 490, 7
442336564358, 490, 0
442416564358, 400, 2
442496574358, 400, 17
442576574358, 490, 0
442656574358, 400, 13
442736574358, 400, 17
442816574358, 490, 6
442896579358, 490, 0
442976579358, 400, 1
443056584358, 400, 6
443136584358, 490, 17
443216589358, 750, 16
443296619080, 750, 16
443376632546, 490, 17
443456650420, 490, 7
443536650420, 400, 16
443616650420, 400, 8
443696650420, 490, 5
443776655420, 400, 15
443856665420, 400, 8
443936665420, 490, 7
444016685420, 490, 4
444096685420, 750, 17
444176713646, 750, 15
444256727112, 490, 0
444336746464, 400, 7
444416746464, 400, 17
444496746464, 490, 9
444576766464, 490, 15
444656766464, 400, 14
444736776464, 400, 9
444816776464, 490, 10
444896796464, 400, 8
444976801464, 400, 6
445056801464, 490, 9
445136801464, 490, 0
445216801464, 400, 6
445296801464, 400, 3
445376801464, 490, 5
445456801464, 750, 7
445536823134, 750, 9
445616836600, 490, 14
445696854176, 490, 15
445776854176, 750, 17
445856874288, 750, 11
445936887754, 490, 2
446016890234, 400, 5
446096905234, 400, 0
446176905234, 490, 19
446256925234, 490, 0
446336925234, 400, 0
446416925234, 400, 7
446496925234, 490, 16
446576925234, 490, 2
446656925234, 400, 16
446736935234, 490, 9
446816955234, 490, 11
446896955234, 400, 17
446976965234, 400, 5
447056965234, 490, 18
447136970234, 490, 6
447216970234, 400, 7
447296985234, 490, 6
447376985234, 490, 5
447456985234, 400, 16
447536990234, 400, 6
447616990234, 490, 11
447697005234, 490, 19
447777005234, 750, 3
447857024108, 490, 18
447937032952, 490, 0
448017032952, 400, 17
448097042952, 400, 14
448177042952, 490, 9
448257057952, 490, 8
448337057952, 400, 8
448417062952, 490, 14
448497067952, 490, 0
448577067952, 750, 8
448657088550, 750, 6
448737102016, 490, 13
448817120662, 490, 15
448897120662, 750, 14
448977148038, 490, 3
449057165052, 490, 9
449137165052, 400, 2
449217180052, 400, 12
449297180052, 490, 13
449377195052, 490, 19
449457195052, 400, 9
449537205052, 490, 11
449617215052, 490, 6
